device_id,device_name,classification,age_fraction,manufacturer_risk_tier,temperature,vibration,hours_used,failed,true_failure_probability,voltage
51538,Transpac IV Monitoring Kit,Cardiovascular Devices,0.642,high,35.88,2.03,8720.86,1,0.621,215.52
56280,Device Recall  Sarns SoftFlow Aortic Cannula,Cardiovascular Devices,0.272,high,31.41,0.35,1628.91,0,0.308,202.97
60607,Device Recall  The Plum A Infusion System,General Hospital and Personal Use Devices,0.444,high,23.77,,1906.08,0,0.43,207.47
20711,Device Recall  ArchiWin Colour,Cardiovascular Devices,0.361,low,32.76,0.76,2464.05,0,0.232,206.24
99812,Roche Cobas c111 Analyzer,Clinical Chemistry and Clinical Toxicology Devices,0.202,medium,16.11,,-318.09,0,0.184,201.33
22346,Device Recall  P.F.C.,Orthopedic Devices,0.301,high,,1.24,1130.88,0,0.331,202.82
101657,20.2cm Heavy Duty Long Heavy Short Attachment,General and Plastic Surgery Devices,0.129,high,24.7,-0.05,904.06,0,0.218,
99000,Device Recall  Liko Sabina II EM Lift,General Hospital and Personal Use Devices,0.661,medium,29.09,,5707.98,1,0.589,219.17
100399,Receptal Canisters,General Hospital and Personal Use Devices,0.686,high,29.76,,6080.36,1,0.681,219.54
95364,Device Recall  S TBone Plate; M TCompression Plate;,Orthopedic Devices,0.315,high,,0.7,2387.47,0,0.352,206.15
97476,Device Recall  Single Shot Needle,Neurological Devices,0.151,high,24.83,0.17,-56.67,0,0.228,201.98
16916,Device Recall  Dimension Enzyme II calibrator,Clinical Chemistry and Clinical Toxicology Devices,0.497,high,20.34,,3204.33,0,0.493,213.17
22195,Device Recall  P.F.C.,Orthopedic Devices,0.239,high,,0.29,1334.78,0,0.284,201.98
94674,Device Recall  Comed PICC Insertion Tray,General Hospital and Personal Use Devices,0.068,low,20.67,,-238.56,0,0.036,198.73
54199,Q2 Continuous Cardiac Output (CCO)/SO2 Computer,Cardiovascular Devices,0.294,medium,31.79,0.68,1534.49,0,0.259,203.3
13890,Device Recall  GEMINI TF Ready CT/PET System,Radiology Devices,0.398,high,29.27,0.92,3935.89,0,0.403,217.15
54795,Zenith Flex AAA,Cardiovascular Devices,0.374,high,32.47,0.74,2147.45,0,0.383,206.1
55524,Device Recall  DePuy Offset Wire Fixation Bolt used in AceFischer External Fixation System,Orthopedic Devices,0.191,high,,0.44,1326.88,0,0.264,201.73
103950,SODASORB LF PrePaks,Anesthesiology Devices,0.336,low,22.03,,2224.4,0,0.207,205.78
17142,Device Recall  Regard,General and Plastic Surgery Devices,0.069,high,24.01,0.07,-126.07,0,0.184,
15206,Device Recall  GE PET/CT System,Radiology Devices,0.325,high,26.79,0.52,2328.02,0,0.338,214.71
54554,Alaris,General Hospital and Personal Use Devices,0.485,low,25.82,,2754.76,0,0.331,209.26
94153,Device Recall  CADD Medication Cassette Reservoirs,General Hospital and Personal Use Devices,0.736,high,31.7,,6631.07,1,0.735,222.29
60578,Device Recall  Brillance CT System,Radiology Devices,0.204,high,25.8,0.27,1092.51,0,0.255,208.52
20183,Device Recall  Evita 4 Continuous Ventilator,Anesthesiology Devices,0.355,low,21.73,,2077.23,0,0.212,205.84
54289,SoftLase Pro Family of Lasers,Dental Devices,0.377,low,,0.4,1313.53,0,0.213,203.55
12837,Device Recall  Allura Xper XRay Angiographic,Radiology Devices,0.496,high,31.95,1.72,6586.72,0,0.495,220.18
96537,Device Recall  VAMP Jr,Cardiovascular Devices,0.221,low,30.77,0.15,2203.71,0,0.125,201.35
60617,Device Recall  McKesson Cardiology Hemo,Cardiovascular Devices,0.675,medium,37.11,2.62,8827.49,1,0.596,217.97
15921,Device Recall  Conical 17 degree Angled Abutment,Dental Devices,0.367,high,,1.06,1662.43,0,0.381,203.86
14097,Device Recall  CARPAL TUNEL LARGE SURGICAL PACK,Orthopedic Devices,0.395,high,,0.94,2544.27,0,0.402,208.37
13077,Device Recall  NAMIC (TM) Convenience Kit,Cardiovascular Devices,0.405,high,33.28,0.98,3577.63,0,0.42,207.6
14442,Device Recall  ProScreen,Clinical Chemistry and Clinical Toxicology Devices,0.284,high,18.42,,1372.83,0,0.333,204.3
17676,Device Recall  Access Thyroglobulin,Immunology and Microbiology Devices,0.138,high,15.66,,-163.35,0,0.22,200.71
81670,ADAPTER CABLE,Cardiovascular Devices,0.828,medium,40.2,3.49,14418.24,1,0.763,226.29
50784,Patient Handling System,Radiology Devices,0.462,medium,30.37,1.38,5433.45,0,0.383,217.48
102694,Lens Plus Ocupure,Ophthalmic Devices,0.115,medium,20.29,,120.87,0,0.136,198.6
50286,"Polyflux Revaclear Max, Capillary Dialyzer",Gastroenterology-Urology Devices,0.276,medium,,0.4,1161.18,0,0.235,201.46
17707,"Device Recall  Oxygen Mask, Elongated (Under the Chin) Pediatric",Anesthesiology Devices,0.339,medium,23.15,,1770.95,0,0.297,207.05
100854,Angiography Pack,Cardiovascular Devices,0.565,high,36.08,1.53,6308.12,1,0.553,211.92
87871,PEDIATRIC ECG/DEFIB/PACING RADIOTRANSLUCENT PADS,Cardiovascular Devices,0.393,medium,32.26,0.75,3658.67,0,0.329,206.18
100850,Higado & Pancrea Pack,General and Plastic Surgery Devices,0.151,high,26.26,0.07,98.65,0,0.233,
99116,"Device Recall  TI ANCHOR 2.5MM W / 20 SUTURE, GFORCE (R) SUTURE ANCHOR,",Orthopedic Devices,0.441,medium,,1.47,3452.55,0,0.366,206.7
55061,Device Recall  BD BACTEC(tm) MGIT (tm) 960 System,Immunology and Microbiology Devices,0.761,high,26.21,,9577.96,1,0.757,222.69
23055,Device Recall  Apple Medical Corporation,Obstetrical and Gynecological Devices,0.219,medium,25.4,,798.04,0,0.192,199.18
57933,Device Recall  Oxoid Antimicrobial Susceptability Testing Discs F300 (Nitrofurantoin),Immunology and Microbiology Devices,0.691,medium,25.12,,7273.67,1,0.608,218.31
23209,Device Recall  Disetronic,General Hospital and Personal Use Devices,0.547,medium,26.97,,3637.59,0,0.466,211.33
94856,Device Recall  Medtronic Carmedacoated,Cardiovascular Devices,0.582,medium,35.15,1.73,7865.17,1,0.504,214.25
17482,Device Recall  Smith & Nephew ACUFEX TRUNAV Retrograde Drill 10MM,General and Plastic Surgery Devices,0.53,medium,29.34,1.3,4334.19,0,0.452,
49503,SKYLight Gamma Camera System,Radiology Devices,0.375,medium,28.01,1.05,3636.09,0,0.31,213.96
56073,Device Recall  Airway balloon catheter,"Ear, Nose, and Throat Devices",0.141,low,,0.34,155.07,0,0.082,201.53
18116,"Device Recall  LeadCare II Blood Lead Test Kit, containing LeadCare II Lead Controls",Clinical Chemistry and Clinical Toxicology Devices,0.606,medium,22.08,,5955.65,1,0.515,214.09
17984,Device Recall  APLIO 300 TUSA300,Radiology Devices,0.737,medium,37.94,3.35,13801.74,1,0.658,232.38
52474,Abbott Architect AntiHBs Reagent,Immunology and Microbiology Devices,0.559,medium,21.28,,4021.73,0,0.463,211.79
59516,Device Recall  Proteus 325,Radiology Devices,0.165,medium,26.26,0.16,1227.55,0,0.171,210.74
35378,Lifepak 500 AED,Cardiovascular Devices,0.314,high,31.21,0.32,2192.75,0,0.325,201.76
66803,Ciaglia Blue Dolphin Balloon Percutaneous Tracheostomy Introducer Set C-PTBS-2600-PERC6 and C-PTBS-2800-PERC8,Anesthesiology Devices,0.584,low,26.49,,5677.83,0,0.417,215.65
116206,"Architect c4000, c8000, c16000 Cuvette Segment. An in vitro diagnostic medical device (IVD)",Clinical Chemistry and Clinical Toxicology Devices,0.806,medium,26.72,,10708.72,1,0.731,226.61
13171,Device Recall  Codman 3000 Series Refill Set,General Hospital and Personal Use Devices,0.201,high,20.11,,533.7,0,0.262,203.75
58377,Device Recall  Remmers (formerly SnoreSat),Anesthesiology Devices,0.253,low,21.49,,1253.58,0,0.15,203.86
56086,Device Recall  Depuy Mitek  LUPINE BR DS W/ORTHCRD,Orthopedic Devices,0.436,medium,,1.5,3114.79,0,0.359,206.37
56985,"Device Recall  Digital Radiography, CXDI",Radiology Devices,0.347,low,27.98,1.03,3603.58,0,0.215,213.7
22454,"Magnetic Resonance Imaging Systems; || Visart, Excelart / Excelart P2 / Excelart P3 / Excelart SPIN & Excelart VANTAGE.",Radiology Devices,0.644,medium,35.46,2.47,10906.05,1,0.567,229.22
59052,Device Recall  Composix L/P with Echo PS,General and Plastic Surgery Devices,0.713,medium,33.85,2.23,7963.91,1,0.648,
17709,Device Recall  NonRebreathing Mask,Anesthesiology Devices,0.415,medium,22.51,,3092.32,0,0.33,205.03
56602,Device Recall  CDI 500 Monitor,Cardiovascular Devices,0.652,high,35.96,1.95,9086.98,1,0.631,216.9
51457,Maquet Inc.,Cardiovascular Devices,0.568,low,34.83,1.89,6018.28,0,0.406,213.48
94649,Device Recall  Neonatal/Adult 02 Transducer,Anesthesiology Devices,0.236,medium,21.56,,913.24,0,0.211,201.39
22935,Device Recall  Midland DeluxeMat Platform with Adjustable Backrest,Physical Medicine Devices,0.061,low,,0.1,-282.78,0,0.029,199.56
54556,Novocastra Thyroid Transcription Factor1 (lyophilized),Hematology and Pathology Devices,0.688,medium,24.82,,7640.88,1,0.606,217.66
55655,Device Recall  VenaCure EVLT,General and Plastic Surgery Devices,0.361,high,26.82,0.42,2150.29,0,0.367,
16590,Device Recall  MIS (Minimally Invasive Surgery) Toolsteel Burs,Neurological Devices,0.275,high,25.93,0.37,2132.7,0,0.319,205.23
18981,Device Recall  Alden HP54,Ophthalmic Devices,0.168,medium,20.92,,565.23,0,0.171,200.01
21425,Device Recall  Siregraph CF XRay System,Radiology Devices,0.443,high,29.54,1.02,4005.61,0,0.427,217.16
17845,Device Recall  Infinity DBS IPG with MDT header,Neurological Devices,0.621,medium,31.09,1.36,5714.5,1,0.522,216.39
58858,Device Recall  EXCELSIOR SL10 PRESHAPED J 15OCM,Cardiovascular Devices,0.271,high,32.21,0.46,2212.64,0,0.317,201.92
17655,Device Recall  HHV8 (13B10),Hematology and Pathology Devices,0.299,medium,16.5,,1570.24,0,0.26,205.02
19047,Device Recall  Percutaneous Access Set,General and Plastic Surgery Devices,0.196,high,25.67,0.03,-84.48,0,0.245,
94983,Device Recall  Quickie Groove Power Wheelchair,Physical Medicine Devices,0.279,medium,,0.78,820.11,0,0.239,201.74
58879,Device Recall   Sunrise Brand Zippie  Voyage,Physical Medicine Devices,0.502,medium,,1.59,3599.77,0,0.43,212.14
15410,Device Recall  CIOS ALPHA,Radiology Devices,0.56,high,33.48,2.12,7415.49,1,0.55,223.14
16958,Device Recall  CTray Pack,General and Plastic Surgery Devices,0.522,high,29.42,1.11,3173.1,0,0.499,
54952,Device Recall  Innova SelfExpanding Stent System,Cardiovascular Devices,0.15,high,30.85,0.34,1030.49,0,0.243,202.09
58462,Device Recall  Integra Licox Brain Tissue Oxygen Monitoring Kit,Neurological Devices,0.485,high,28.24,1.27,3783.69,0,0.474,208.29
56446,Device Recall  Nexgen Complete Knee System,Orthopedic Devices,0.275,high,,0.87,954.93,0,0.31,202.81
58595,Device Recall  FL23SE MedSurg Bed,General Hospital and Personal Use Devices,0.496,medium,24.17,,4447.32,0,0.427,209.85
94225,Device Recall  Leonardo Workstation,Radiology Devices,0.694,high,36.01,3.06,11651.13,1,0.678,230.2
14983,Device Recall  Customed,General Hospital and Personal Use Devices,0.399,high,22.13,,1571.44,0,0.385,205.2
76929,"Business Name: HeartMate 3 - Left Ventricular Assist System. Technical Name: Other Cardiovascular Implants. ANVISA registration number: 10332340428. Class of risk: IV. Affected Model: HeartMate 3. Serial Numbers Affected: Model: 10010167 - Series Numbers: MLP-009201; MLP-009203; MLP-009205, MLP-009206; MLP-009207; MLP-009667",Cardiovascular Devices,0.339,low,32.38,0.61,2459.78,0,0.213,205.27
93945,Device Recall  HomeChoice PRO Automated Peritoneal Dialysis Systems,Gastroenterology-Urology Devices,0.61,medium,,1.99,4526.32,1,0.526,215.75
94931,Device Recall  Orthopedic implant,Orthopedic Devices,0.686,medium,,4.02,6938.97,1,0.604,218.91
54550,iSTAT Level 2 Control,Clinical Chemistry and Clinical Toxicology Devices,0.865,medium,29.53,,11917.2,1,0.797,228.59
94345,Device Recall  Edwards LifeStent FlexStar Biliary Stent System,Gastroenterology-Urology Devices,0.235,high,,0.13,215.86,0,0.268,201.43
97834,Device Recall  BARD DORADO,Cardiovascular Devices,0.245,high,31.24,0.35,481.4,0,0.285,201.84
22738,Device Recall  OLA 2500 Olympus Lab Automation System,Clinical Chemistry and Clinical Toxicology Devices,0.661,low,25.04,,6609.71,1,0.5,217.39
31862,NucliSENS easyMAG,Hematology and Pathology Devices,0.273,medium,16.07,,318.9,0,0.222,202.22
18339,Device Recall  ECT Internal Fracture Fixation QuickConnect Drill,Orthopedic Devices,0.462,high,,1.64,3080.06,0,0.447,207.35
53026,Medtronic,Cardiovascular Devices,0.142,high,30.1,0.07,1345.26,0,0.229,201.89
101809,VITROS DAT Performance Verifier II,Clinical Chemistry and Clinical Toxicology Devices,0.314,medium,17.0,,1656.76,0,0.269,204.71
19744,Device Recall  Konica Minolta CS7 software,Radiology Devices,0.589,medium,33.22,2.11,8151.84,1,0.504,226.06
99715,ZMR Porous Revision Hip Prosthesis and ZMR Revision Taper Hip Prosthesis,Orthopedic Devices,0.578,high,,2.42,5455.49,1,0.561,213.66
51953,Versa Fx II Implants,Orthopedic Devices,0.114,high,,0.16,-193.66,0,0.208,200.92
18870,Device Recall  Syngo,Radiology Devices,0.596,high,33.28,2.04,7681.97,1,0.569,224.36
13226,Device Recall  Diamondback 360 Coronary Orbital Artherctomy System,Cardiovascular Devices,0.633,low,35.45,1.96,7101.48,0,0.457,216.76
56392,"Device Recall  Boston Scientific, IMAGER II Angiographic Catheter,",Cardiovascular Devices,0.406,high,32.51,0.97,4091.91,0,0.41,204.93
93633,Device Recall  da Vinci S Surgical System 8 mm instrument cannula,General and Plastic Surgery Devices,0.646,low,31.9,1.7,5800.37,0,0.477,
13029,Device Recall  NAMIC (TM) Convenience Kit,Cardiovascular Devices,0.488,high,33.93,1.22,4606.02,0,0.474,207.72
15411,Device Recall  Artis One,Radiology Devices,0.24,high,27.57,0.47,1096.71,0,0.288,211.61
98186,"Device Recall  Engage TR Introducer, 6 F  ACT (2.25 mm),  12 cm length, .035""",Cardiovascular Devices,0.45,low,33.26,1.37,4295.31,0,0.297,205.24
95753,Device Recall  ACCOLADE TMZF HA 132 DEGREE SIZE 0 HIP STEM,Orthopedic Devices,0.336,high,,1.03,1533.64,0,0.353,204.46
13808,Device Recall  Fixation Strap,General and Plastic Surgery Devices,0.335,medium,27.16,0.66,1813.01,0,0.294,
101241,LeMaitre,Cardiovascular Devices,0.178,high,30.49,0.44,544.83,0,0.251,201.44
16420,Device Recall  Sealapex Xpress,Dental Devices,0.792,medium,,3.78,6585.53,1,0.72,224.15
14481,Device Recall  Persona EM Proximal Tube,Orthopedic Devices,0.426,high,,1.64,2881.79,0,0.422,205.68
57676,Device Recall  Triathlon,Orthopedic Devices,0.581,high,,2.28,4743.13,1,0.548,212.33
42538,VersaCut Tissue Morcellator,General and Plastic Surgery Devices,0.486,low,28.58,0.96,2947.08,0,0.318,
97707,"Device Recall  Leica Footswitch, Type B",General and Plastic Surgery Devices,0.505,medium,28.99,1.17,3822.5,0,0.427,
14556,Device Recall  Perkin Elmer,Clinical Chemistry and Clinical Toxicology Devices,0.761,medium,26.2,,9405.55,1,0.685,224.0
57598,Device Recall  Anspach Nose Cone Cover,Neurological Devices,0.053,high,25.0,0.12,132.5,0,0.179,200.15
99029,Device Recall  Dressing Change Tray for CVC & PICC Lines,General and Plastic Surgery Devices,0.272,high,26.93,0.34,1568.94,0,0.319,
94726,Device Recall  24mm Rotating CMount Coupler,General and Plastic Surgery Devices,0.475,medium,28.91,0.69,2774.61,0,0.384,
60209,Device Recall  MagnaFx Cannulated Screw Fixation System,Orthopedic Devices,0.659,high,,3.01,6682.44,1,0.635,217.43
94199,Device Recall  Pathway Balloon Expandable Ureteral Access Sheath 12/15/28,Gastroenterology-Urology Devices,0.744,medium,,2.73,7428.12,1,0.658,220.23
23174,Device Recall  LocatorWand Cover,General Hospital and Personal Use Devices,0.831,high,34.25,,8302.2,1,0.836,226.97
57091,Device Recall  Siemens syngo.plaza,Radiology Devices,0.336,high,27.51,0.62,1956.58,0,0.346,214.69
58395,Device Recall  Discovery NM/CT 670,Radiology Devices,0.357,high,29.38,0.71,4242.36,0,0.372,213.25
104257,Spectrum Central Venous Tray Minocycline/Rifampin Impregnated Five Lumen Polyurethane,General Hospital and Personal Use Devices,0.367,high,22.29,,2260.47,0,0.384,206.32
108776,"Defibtech DDU-100 series AED marketed under the brand names Lifeline AED, ReviveR AED and Lifeforce AED",Cardiovascular Devices,0.251,low,30.51,0.44,2702.62,0,0.152,203.61
16852,Device Recall  LIFEPAK 1000 defibrillator,Cardiovascular Devices,0.236,medium,30.92,0.23,891.18,0,0.21,202.31
58318,"Device Recall  Alaris PC unit, model 8015",General Hospital and Personal Use Devices,0.423,medium,22.96,,2109.12,0,0.349,208.06
3527,"GE Single Width Airway Module E-miniC and Extension Modules N-FC, N-FCREC",Anesthesiology Devices,0.498,medium,25.06,,5138.12,0,0.426,211.11
56809,Device Recall  OEC 9800,Radiology Devices,0.199,high,25.93,0.21,1383.37,0,0.26,212.18
56645,Device Recall  Curlin Infusion Administration Set,General Hospital and Personal Use Devices,0.495,medium,25.69,,3158.2,0,0.426,210.9
94362,Device Recall  Intrastent Balloon Expandable Biliary Stent,Gastroenterology-Urology Devices,0.193,medium,,0.2,755.37,0,0.191,202.53
14217,"Device Recall  KimVent Closed Suction System for Adults, DSE",Anesthesiology Devices,0.166,medium,20.09,,437.57,0,0.163,200.96
49393,MiraDry System,General and Plastic Surgery Devices,0.256,low,25.67,0.08,666.24,0,0.131,
97160,Device Recall  Stryker CBCII with 3/16 in. Silicone Drain,Anesthesiology Devices,0.456,high,24.13,,4032.5,0,0.449,207.79
103678,Baxter NonDEHP I.V. Catheter Extension Set,General Hospital and Personal Use Devices,0.501,high,24.83,,3525.6,0,0.497,211.08
49502,SKYLight Gamma Camera System,Radiology Devices,0.7,medium,36.76,2.79,13826.08,1,0.612,227.64
59737,Device Recall  VITROS (R) Chemistry Products Calibrator Kit 17,Clinical Chemistry and Clinical Toxicology Devices,0.713,medium,25.62,,7760.8,1,0.628,220.09
99887,McKesson MediPak,Gastroenterology-Urology Devices,0.186,high,,0.12,601.99,0,0.25,201.48
20107,Device Recall  COBAS TaqMan,Clinical Chemistry and Clinical Toxicology Devices,0.378,low,17.9,,1792.71,0,0.231,206.06
51583,Transpac IV Monitoring Kit,Cardiovascular Devices,0.471,high,33.79,0.91,4388.8,0,0.464,210.11
23300,Device Recall  ACCUChek Voicemate,Clinical Chemistry and Clinical Toxicology Devices,0.074,medium,14.27,,153.5,0,0.118,200.8
15959,Device Recall  SYNGO Breast Care,Radiology Devices,0.721,high,38.79,3.17,12376.32,1,0.715,232.59
98289,Device Recall  Autoimmune EIA ANA Screening Kit,Immunology and Microbiology Devices,0.591,medium,21.58,,4703.62,1,0.5,215.49
23015,Device Recall  METRx II Tube,Orthopedic Devices,0.767,medium,,4.94,8711.3,1,0.699,225.0
93670,Device Recall  Stryker Radius Locking Caps,Orthopedic Devices,0.231,high,,0.29,493.01,0,0.267,200.73
18333,Device Recall  Zimmer Periarticular Locking Plate System Drill,Orthopedic Devices,0.097,high,,0.38,86.17,0,0.205,200.94
51319,HillRom Likorall 200,General Hospital and Personal Use Devices,0.26,medium,20.29,,975.44,0,0.218,201.84
101949,Custom Tubing Pack with Bioline Coating,Cardiovascular Devices,0.59,medium,34.23,1.71,6542.37,0,0.488,212.73
51203,SureSight Obturator Introducer Localization Systems,General and Plastic Surgery Devices,0.389,medium,27.74,0.51,1341.71,0,0.313,
99673,Device Recall  Newport HT50 Ventilator,Anesthesiology Devices,0.262,medium,21.75,,620.3,0,0.228,203.16
103699,ARCHITECT iVancomycin Reagent,Clinical Chemistry and Clinical Toxicology Devices,0.39,high,18.04,,1685.8,0,0.39,206.88
16681,Device Recall  AcuMatch ASeries Connexion GXL Enhanced Polyethylene Acetabular Liner,Orthopedic Devices,0.43,high,,1.4,3213.33,0,0.431,207.73
47622,GEM Premier 4000 cartridges- (K +),Clinical Chemistry and Clinical Toxicology Devices,0.084,low,14.77,,271.38,0,0.051,202.87
94611,Device Recall  Primus,Radiology Devices,0.225,high,27.32,0.26,1337.7,0,0.281,212.88
103255,Tornier AFFINITI Humeral Head,Orthopedic Devices,0.086,medium,,0.31,-262.53,0,0.129,201.16
21032,Device Recall  Dinalink,Cardiovascular Devices,0.528,low,34.12,1.64,6538.81,0,0.366,208.42
13082,Device Recall  NAMIC (TM) Convenience Kit,Cardiovascular Devices,0.534,high,34.55,1.61,5870.98,1,0.527,211.7
54995,Device Recall  Innova SelfExpanding Stent System,Cardiovascular Devices,0.509,high,34.71,1.42,5041.41,1,0.509,212.05
16539,"Device Recall  WECK EFX"" Shield",General and Plastic Surgery Devices,0.562,high,30.26,1.26,4241.26,1,0.542,
14872,Device Recall  Covidien,General and Plastic Surgery Devices,0.467,high,28.4,0.88,2597.28,0,0.451,
53114,Medtronic,Cardiovascular Devices,0.377,high,32.2,0.63,3315.95,0,0.384,205.24
103667,Baxter Interlink System Buretrol Solution Set,General Hospital and Personal Use Devices,0.725,high,30.04,,6730.42,1,0.711,220.05
53785,"3'"" Titanium Skull Pin",Orthopedic Devices,0.319,medium,,0.92,2060.4,0,0.268,201.8
54779,Zenith Flex AAA,Cardiovascular Devices,0.389,high,31.84,0.76,3666.61,0,0.393,205.77
93743,"Device Recall  Smith  Nephew, Birmingham Hip Resurfacing, Acetabular Cup",Orthopedic Devices,0.486,medium,,2.01,3667.39,0,0.405,208.5
54987,Device Recall  Pressure Monitoring Kit,Cardiovascular Devices,0.667,high,36.32,2.12,9940.16,1,0.651,217.54
93972,Device Recall  PremierEdge MICROSURGICAL KNIFE 2.85mm Slit Knife,Ophthalmic Devices,0.616,medium,27.32,,4029.38,1,0.534,216.22
95801,Device Recall  Magic3 Hydrophilic 8 French Pediatric Length,Gastroenterology-Urology Devices,0.657,medium,,2.11,6093.64,1,0.566,215.14
54556,Novocastra Thyroid Transcription Factor1 (lyophilized),Hematology and Pathology Devices,0.108,medium,16.41,,754.06,0,0.151,201.08
99441,Device Recall  CystoCare Coloplast,Gastroenterology-Urology Devices,0.453,high,,1.01,2665.38,0,0.443,207.66
103683,MAQUET HLM Tubing Set with Bioline Coating with HG 0286 Connector,Cardiovascular Devices,0.248,medium,30.31,0.19,424.69,0,0.207,202.18
54533,Cook Medical Ciaglia Blue Dolphin,Anesthesiology Devices,0.647,high,29.75,,7570.76,1,0.639,216.51
52136,Affixus Intramedullary Hip Fracture Nail,Orthopedic Devices,0.291,high,,0.62,1555.14,0,0.325,204.51
115385,AlignRT patient positioning/tracking video camera system (when used withTrueBeam Radiotherapy Delivery System),Radiology Devices,0.346,low,28.1,0.55,2793.62,0,0.205,214.4
23000,Device Recall  METRx II Tube,Orthopedic Devices,0.255,medium,,0.36,232.23,0,0.215,202.85
99244,Device Recall  ACCUCHEK FlexLink Plus,General Hospital and Personal Use Devices,0.575,medium,25.71,,4526.39,0,0.491,214.22
17904,Device Recall  MAXIMIS Pedicle Screw Spinal Fixation System,Orthopedic Devices,0.32,high,,1.18,1239.46,0,0.345,204.26
53652,Separation Technology ClearCRIT Capillary Tubes 0.5mm ID,Hematology and Pathology Devices,0.2,low,15.24,,578.88,0,0.107,202.36
17256,Device Recall  McKesson Radiology 12.2  Picture Archive Communication System (PACS),Radiology Devices,0.356,low,27.86,1.29,3419.65,0,0.227,215.28
51550,Transpac IV Monitoring Kit,Cardiovascular Devices,0.092,high,30.39,-0.21,395.46,0,0.196,199.85
98361,Device Recall  Centurion Medical Products,General and Plastic Surgery Devices,0.556,medium,29.27,1.42,4632.39,0,0.471,
58285,Device Recall  Oxford Fixed Bearing Partial Knee Replacement,Orthopedic Devices,0.554,high,,2.5,3998.63,1,0.537,213.62
14307,Device Recall  Ambitex NMD400 Nitrile Exam Gloves,General Hospital and Personal Use Devices,0.054,low,20.08,,393.7,0,0.04,202.66
101012,"Millennium Surgical, Boss Instruments, Stealth Surgical, CareFusion",Neurological Devices,0.108,medium,25.23,-0.07,-662.52,0,0.132,200.68
22544,Device Recall  GE Healthcare Centricity Cardiology workstation AI1000,Radiology Devices,0.362,low,27.9,0.8,3400.98,0,0.221,215.38
60286,Device Recall  Customed,Gastroenterology-Urology Devices,0.284,high,,0.43,810.6,0,0.313,203.37
12801,Device Recall  Arrow,Gastroenterology-Urology Devices,0.673,high,,2.05,6013.71,1,0.642,215.6
98808,Device Recall  Visual hCG ELISA kit,Clinical Chemistry and Clinical Toxicology Devices,0.12,medium,15.71,,71.17,0,0.14,198.6
55343,Device Recall  Terumo Advance Perfusion System 1,Cardiovascular Devices,0.313,high,31.41,0.4,1116.38,0,0.332,205.35
115668,"ADVIA Centaur, Dimension Vista & Immulite Systems - Assay: ADVIA Centaur Progesterone; Assay: Dimension Vista LOCI Progesterone; Assay: Immulite/Immulite 1000 Progesterone; Assay: Immulite 2000 Progesterone",Clinical Chemistry and Clinical Toxicology Devices,0.591,high,22.08,,4292.71,1,0.561,213.72
55194,Device Recall  Colleague CX Infusion Pump,General Hospital and Personal Use Devices,0.784,high,32.57,,7402.88,1,0.774,222.64
16925,Device Recall  RENOVIX Guided Healing Collagen Membrane,Dental Devices,0.112,low,,-0.04,131.8,0,0.052,199.11
56849,Device Recall  Sunquest Laboratory,Clinical Chemistry and Clinical Toxicology Devices,0.335,medium,17.45,,1966.81,0,0.282,203.89
101603,"26.65CM ATTACHMENT, BLACK MAX",General and Plastic Surgery Devices,0.497,high,29.45,1.02,3445.84,0,0.488,
20694,Device Recall  Magnetom Allegra,Radiology Devices,0.855,high,42.99,3.95,18924.47,1,0.857,239.3
57628,Device Recall  Anspach 3 mm Fluted Ball for Adjustable 25 cm Mia Attachment,Neurological Devices,0.571,high,30.21,1.39,6521.64,1,0.56,213.02
59799,Device Recall  Stryker 4.0mm x 5.1mm Neuro Drill Soft Touch,Neurological Devices,0.528,high,29.97,1.15,5268.48,1,0.516,210.05
88519,MULTIGENT ACETAMINOPHEN ASSAY,Clinical Chemistry and Clinical Toxicology Devices,0.272,high,15.77,,851.21,0,0.306,205.24
22212,Device Recall  P.F.C.,Orthopedic Devices,0.501,high,,2.08,4051.72,0,0.495,210.58
14656,Device Recall  EliA,Immunology and Microbiology Devices,0.224,low,15.85,,669.57,0,0.128,203.78
95882,Device Recall  Gamma3,Orthopedic Devices,0.274,high,,0.18,1422.31,0,0.302,202.94
98135,Device Recall  87k Arthroscopy Tubing Set,Orthopedic Devices,0.352,high,,0.64,2278.79,0,0.365,205.96
59741,Device Recall  Hologic Selenia Full Field Digital Mammography System,Radiology Devices,0.426,low,28.55,1.36,4685.3,0,0.273,216.5
18149,Device Recall  MAXIMIS Pedicle Screw Spinal Fixation System,Orthopedic Devices,0.279,high,,0.79,770.95,0,0.315,204.66
94741,Device Recall  CryoValve,Cardiovascular Devices,0.455,medium,33.44,0.94,4021.56,0,0.38,209.26
117583,LIFEPAK 1000 Defibrillator,Cardiovascular Devices,0.328,low,31.76,0.49,2018.47,0,0.191,202.88
115539,MAGNETOM Combi Dockable Neurosurgery Table,Radiology Devices,0.239,high,25.91,0.56,1603.2,0,0.282,210.96
52700,Jackson Improved Short Stainless Steel Tracheostomy Tubes,Anesthesiology Devices,0.654,medium,28.75,,7173.16,1,0.562,216.62
53466,Depuy P.F.C. E Knee System,Orthopedic Devices,0.473,high,,1.43,2448.15,0,0.452,210.11
58934,Device Recall  Access 2; Immunoassay System Analyzer,Clinical Chemistry and Clinical Toxicology Devices,0.129,high,14.86,,500.5,0,0.228,204.2
