device_id,device_name,classification,age_fraction,temperature,vibration,hours_used,failed,true_failure_probability,voltage
98696,Device Recall  DEPUY ASR ACETABULAR CUP SYSTEM,Orthopedic Devices,0.538,,2.83,3088.36,0,0.412,212.09
13516,Device Recall  CONSTRAINED LINER,Orthopedic Devices,0.61,,2.87,5711.62,0,0.483,213.22
50838,Natus neoBLUE 3 Phototherapy system,General Hospital and Personal Use Devices,0.842,34.73,,8875.72,1,0.788,228.99
23179,Device Recall  LocatorWand Cover,General Hospital and Personal Use Devices,0.47,23.91,,1475.94,0,0.325,208.79
66857,Beacon Tip Royal Flush Plus High-Flow Catheters,Cardiovascular Devices,0.776,39.27,3.1,11276.54,1,0.683,222.22
49364,B.Braun Celsite,General Hospital and Personal Use Devices,0.007,20.75,,177.3,0,0.012,199.63
97371,Device Recall  Amplatzer TorqVue Delivery System,Cardiovascular Devices,0.87,41.84,3.77,15291.81,1,0.82,231.0
102595,BioGenex Super Sensitive LinkLabel IHC Detection System,Hematology and Pathology Devices,0.328,17.79,,1713.99,0,0.222,203.9
102476,Dialysis tubing set,Gastroenterology-Urology Devices,0.032,,-0.16,-52.44,0,0.016,198.62
56037,"Device Recall  UltraVision Plus Large Volume Detection System, AntiPolyvalent, AlkPhos (Ready to Use)",Hematology and Pathology Devices,0.528,21.28,,3936.47,1,0.41,211.83
12899,Device Recall  LINAC Accelerators,Radiology Devices,0.083,24.92,0.09,-380.7,0,0.048,211.43
98821,Device Recall  Myeloperoxidase (MPO) ELISA kit,Clinical Chemistry and Clinical Toxicology Devices,0.109,14.01,,-399.84,0,0.067,203.03
94949,Device Recall  Allez Spine Laguna Pedicle Screw System,Orthopedic Devices,0.598,,2.96,3828.28,0,0.458,213.06
14468,Device Recall  MicroCutter Xchange 30 Blue Curved Tip Cartridge,General and Plastic Surgery Devices,0.248,25.55,0.34,549.63,0,0.15,
93870,"Device Recall  Stryker stretcher, Model 1731.",General Hospital and Personal Use Devices,0.526,26.62,,2376.51,0,0.391,209.72
58796,Device Recall  BellaTek Zirconia Dental Abutment,Dental Devices,0.246,,0.35,814.1,0,0.152,201.44
57754,Device Recall  Siemens ADVIA Centaur Vitamin D Assay (500 tests),Clinical Chemistry and Clinical Toxicology Devices,0.378,17.71,,1875.44,0,0.251,204.71
14049,Device Recall  URETHRAL CATHETER TRAY,Gastroenterology-Urology Devices,0.246,,0.22,1450.89,0,0.169,204.82
101815,Destination Guiding Sheath,Cardiovascular Devices,0.777,39.44,2.93,12318.45,1,0.7,226.46
33165,"FLOW-i C20, C30 and C40",Anesthesiology Devices,0.309,22.18,,1442.6,0,0.198,202.94
55107,Device Recall  Syneture Surgilon,General and Plastic Surgery Devices,0.687,32.76,1.91,6324.5,1,0.574,
104149,Spectrum Soft Central Venous Catheter Tray Minocyciine/Rifampin Antibiotic Impregnated,General Hospital and Personal Use Devices,0.741,30.86,,7213.57,0,0.65,221.28
94380,Device Recall  Magnetom Sonata syngo,Radiology Devices,0.753,38.71,3.23,14624.51,1,0.654,231.8
60463,Device Recall  Customed,General and Plastic Surgery Devices,0.389,28.08,0.71,1517.79,0,0.272,
54890,Device Recall  12Lead ECG Cable,Cardiovascular Devices,0.369,32.36,0.46,2144.83,0,0.244,204.67
50450,The EnVe/ ReVel Ventilator,Anesthesiology Devices,0.274,21.33,,2045.38,0,0.177,202.47
94155,Device Recall  CXP analysis SW V2.1 single user upgrade,Hematology and Pathology Devices,0.165,14.68,,282.74,0,0.09,201.12
116109,Non-Flow-Stop CADD Medication Cassette Reservoirs 50 and 100mL,General Hospital and Personal Use Devices,0.273,22.01,,877.85,0,0.179,203.17
50063,Embletta Gold,Anesthesiology Devices,0.371,22.05,,2122.98,0,0.246,205.71
55825,Device Recall  EZ Steer ThermoCool Nav,Cardiovascular Devices,0.141,30.34,0.17,-300.23,0,0.078,199.45
100652,10 NBF,Hematology and Pathology Devices,0.574,22.53,,5043.13,0,0.469,215.04
99940,Barbiturate Enzyme Immunoassay,Clinical Chemistry and Clinical Toxicology Devices,0.349,17.35,,1899.78,0,0.239,206.09
52993,Medtronic,Cardiovascular Devices,0.678,36.19,2.34,9359.39,1,0.556,215.46
14785,Device Recall  EndoVive 3s Low Profile Balloon Kits,Gastroenterology-Urology Devices,0.566,,1.39,4554.49,0,0.44,212.43
103694,Coronary Control Syringe,General Hospital and Personal Use Devices,0.719,30.57,,5590.17,1,0.611,220.55
50191,Infusion Pumps & Refill Kits,General Hospital and Personal Use Devices,0.48,25.07,,1920.2,0,0.344,208.49
18155,Device Recall  HeaterCooler 3T,Cardiovascular Devices,0.583,34.59,1.8,7483.47,0,0.459,211.9
95946,Device Recall   Lumi 8 Intense LED Light Facial System,General and Plastic Surgery Devices,0.767,34.69,2.32,8442.93,1,0.676,
58062,Device Recall  Scorpion and SureFire Scorpion,General and Plastic Surgery Devices,0.298,25.59,0.3,560.89,0,0.174,
42124,Life Pulse High-Frequency Ventilator Patient Circuits,Anesthesiology Devices,0.381,24.24,,1995.72,1,0.276,207.62
18433,Device Recall  BD,Clinical Chemistry and Clinical Toxicology Devices,0.278,16.16,,1507.04,0,0.175,202.55
19778,Device Recall  Pharmaseal Thoracentesis Tray,General and Plastic Surgery Devices,0.726,34.02,2.02,8305.98,1,0.635,
22367,"Boston Scientific brand One Step Button (percutaneous endoscopic gastrostomy tubes) Kit, 24/3.4 push; catalog number 6852.",Gastroenterology-Urology Devices,0.331,,0.54,1499.22,0,0.233,207.21
19760,Device Recall  Artis zee,Radiology Devices,0.61,34.41,2.36,8584.19,0,0.489,224.33
94481,Device Recall  Zimmer Hemovac Wound Drainage Device Infection Control Kits,General and Plastic Surgery Devices,0.413,28.17,0.71,1928.92,0,0.29,
96535,Device Recall  iLink Bone Void Filler,Orthopedic Devices,0.402,,1.42,2453.61,0,0.283,205.98
104185,"Spectrum Central Venous Catheter Tray, Minocycline/Rifampin Antibiotic Impregnated, 5 Lumen",General Hospital and Personal Use Devices,0.556,26.44,,3526.35,0,0.441,214.42
59765,"Device Recall  VerSys Hip System, Beaded Fullcoat Stems",Orthopedic Devices,0.648,,3.4,6112.16,1,0.532,216.49
57898,Device Recall  CollaCote Absorbable Collagen Wound Dressing for Dental Surgery,Dental Devices,0.628,,2.21,4101.96,1,0.515,217.2
50423,VIDAS DDimer Exclusion II,Hematology and Pathology Devices,0.416,18.48,,3615.37,0,0.308,207.33
51125,IMPAK Liquid Acrylic Resin,Dental Devices,0.588,,1.89,3778.14,0,0.465,213.35
22393,Device Recall  CONTAK RENEWAL RF and CONTAK RENEWAL RF HE,Cardiovascular Devices,0.424,33.1,1.25,4188.77,0,0.316,206.72
14737,Device Recall  EndoVive 3s Low Profile Balloon Kits,Gastroenterology-Urology Devices,0.485,,1.37,3094.69,0,0.379,212.24
95589,Device Recall  ReSolve Halo  Open Back Halo Ring,Neurological Devices,0.075,25.66,-0.12,111.65,0,0.043,199.48
99262,Device Recall  iSTAT CHEM 8 Cartridge,Clinical Chemistry and Clinical Toxicology Devices,0.419,18.83,,2882.4,0,0.307,208.62
102958,Precision Implantable Pulse Generators,Neurological Devices,0.384,27.64,0.52,1608.11,0,0.256,205.29
57920,Device Recall  Dimension Vista (R)   (UCFP) Flex (R) Reagent Cartridge catalog number K3026,Clinical Chemistry and Clinical Toxicology Devices,0.452,19.62,,3727.52,0,0.332,206.97
21205,"Cook brand Zenith AAA Iliac leg graft with the H&L-B; One-Shot Introducer System, preloaded iliac leg graft - distal cuff diameter 18 mm - usable length 37mm - delivery system 16 FR; Catalog no. TFLE-18-37.",Cardiovascular Devices,0.425,32.85,1.11,3842.71,0,0.311,207.25
50997,Mallinckrodt Evac Tracheal TubesLauncher Guiding Catheter,Anesthesiology Devices,0.378,22.99,,3345.21,0,0.271,206.34
22490,Device Recall  Disposable TearAway Introducer Sets,Neurological Devices,0.172,24.16,0.28,922.26,0,0.103,200.59
19408,Device Recall  56 1 Day Silicone Hydrogel  (10 pack),Ophthalmic Devices,0.283,20.85,,1281.41,0,0.176,201.69
99535,Device Recall  CENTURION HANNIBAL CLINIC VAD TRAY,General and Plastic Surgery Devices,0.359,27.11,0.52,2206.27,0,0.248,
97896,Device Recall  Horizon Medical Imaging Systems,Radiology Devices,0.491,30.84,1.64,4778.96,0,0.363,219.5
97829,Device Recall  Powerheart 9390E automated external defibrillator,Cardiovascular Devices,0.262,32.05,0.32,558.44,0,0.172,203.93
50444,Persona,Orthopedic Devices,0.254,,0.52,1236.79,0,0.166,203.4
102310,Advisor Vital Signs Monitor,Cardiovascular Devices,0.565,34.0,1.84,6978.46,0,0.447,213.15
14138,Device Recall  Synthes Application Instrument for Sternal ZIPFIX,Orthopedic Devices,0.507,,2.49,4486.06,0,0.396,209.69
53753,Masks  Laryngeal,Anesthesiology Devices,0.525,25.82,,4719.11,1,0.404,211.82
49459,TERUMO 3T L. V. Control Valve,Cardiovascular Devices,0.661,36.2,2.39,9314.01,1,0.555,217.71
54810,Porous Plasma Spray (PPS) Ringloc  Acetabular System,Orthopedic Devices,0.087,,0.18,848.4,0,0.057,199.84
66869,AFX2 endovascular system with larger diameter sizes (28 mm Main Body and/or 20 mm Iliac Limbs),Cardiovascular Devices,0.116,30.41,0.13,-878.99,0,0.065,199.75
50383,Monoswift,General and Plastic Surgery Devices,0.38,27.68,0.7,1487.52,1,0.263,
104141,"Cook Central Venous Catheter Tray, Double Lumen Polyurethane",General Hospital and Personal Use Devices,0.082,19.93,,750.95,0,0.06,202.11
15320,Device Recall  Curity XRay Detectable Laparotomy Sponges,General and Plastic Surgery Devices,0.191,26.13,0.09,680.05,0,0.119,
95219,Device Recall  Apollo Anesthesia Machine,Anesthesiology Devices,0.255,20.96,,1505.53,0,0.162,203.13
21322,BBL Columbia C.N.A. Agar w/5% Sheep Blood/Levine EMB  - Catalog Number 295618.,Immunology and Microbiology Devices,0.063,14.6,,-546.25,0,0.032,199.06
15712,Device Recall  Gas Delivery Engine,Anesthesiology Devices,0.521,25.54,,5261.35,0,0.399,210.4
102685,Magnetom Trio TIM,Radiology Devices,0.199,25.5,-0.1,981.33,0,0.118,213.45
99701,"Anspach Single Use, Sterile Bone Cutting Burrs",Neurological Devices,0.348,26.7,0.54,2179.1,0,0.236,205.46
59686,Device Recall  AlloFuse DBM Putty 5cc,Orthopedic Devices,0.182,,0.19,220.23,0,0.1,200.76
59361,Device Recall  Drugs of abuse urinalysis (DAU) cTHC (Cannabinoid) Control Level 2 (62.5 ng/ml),Clinical Chemistry and Clinical Toxicology Devices,0.25,15.94,,1213.59,0,0.16,203.59
55359,Device Recall  Leica Bond ReadytoUse Primary Antibody Epithelial Membrane Antigen (GP1.4),Hematology and Pathology Devices,0.462,19.51,,2956.34,0,0.33,206.82
87556,AMPLATZER TORQVUE DELIVERY SYSTEM W/PUSHER CATHETER,Cardiovascular Devices,0.384,31.68,0.6,3368.85,0,0.263,206.64
96981,Device Recall  TIDALWAVE SP 710,Anesthesiology Devices,0.5,24.5,,3850.96,1,0.362,209.25
22659,Device Recall  FreeStyle CoPilot,Clinical Chemistry and Clinical Toxicology Devices,0.389,17.91,,1478.06,0,0.258,205.69
21976,Device Recall  Silicone PICC catheter with PASV Valve.,General Hospital and Personal Use Devices,0.674,28.38,,6400.97,1,0.568,217.4
54831,Porous Plasma Spray (PPS) Ringloc  Acetabular System,Orthopedic Devices,0.313,,0.84,2705.67,0,0.218,203.29
50209,LifeStent Solo Vascular Stent,Cardiovascular Devices,0.488,32.95,1.11,4580.19,0,0.353,209.04
20508,Device Recall  Convenience Kit.  Waste Collection kit.,Cardiovascular Devices,0.675,37.6,2.03,9122.03,1,0.563,217.29
98624,Device Recall  MONOJECT Prefill Heparin Lock Flush Syringe,General Hospital and Personal Use Devices,0.252,21.68,,578.86,0,0.162,203.4
95127,Device Recall  SP hCG Cassette Rapid Test,Clinical Chemistry and Clinical Toxicology Devices,0.107,14.43,,439.67,0,0.06,200.46
94731,Device Recall  INTELECT LEGEND XT,Physical Medicine Devices,0.456,,1.83,2553.11,0,0.346,209.27
59217,Device Recall  Simplexa Flu A/B & RSV Direct assay,Immunology and Microbiology Devices,0.37,17.47,,2811.02,0,0.254,204.06
96698,Device Recall  Medtronic Indura 1P Intrathecal Catheter,General Hospital and Personal Use Devices,0.503,25.62,,3963.0,0,0.394,209.63
15690,Device Recall  RestoreSensor and RestoreSensor SureScan,Neurological Devices,0.143,24.28,0.12,483.51,0,0.089,203.26
102447,DStat Radial Hemostat Band,General and Plastic Surgery Devices,0.222,26.02,0.08,416.4,0,0.129,
52864,Electrophysiology Imaging System,Radiology Devices,0.192,25.66,-0.29,1697.47,0,0.116,212.55
19213,Device Recall  PDS Plus Antibacterial monofilament syntheticabsorbable sutures,General and Plastic Surgery Devices,0.568,30.47,1.23,4766.54,0,0.445,
15034,Device Recall  GoldTite Square Uniscrew,Dental Devices,0.576,,2.12,3781.51,0,0.468,213.84
102916,"RPLeaf, Check valve5 pk",Anesthesiology Devices,0.416,24.62,,2330.58,0,0.295,206.61
43079,avaira toric and biocomfort xo toric contact lenses,Ophthalmic Devices,0.513,24.65,,2881.0,1,0.395,212.45
18564,Device Recall  Gibson Bioscience Blastomyces dermatitidis Antiserum,Immunology and Microbiology Devices,0.32,16.34,,1865.56,0,0.197,201.15
55925,Device Recall  Linet,General Hospital and Personal Use Devices,0.066,20.17,,121.23,0,0.036,199.13
54860,"Device Recall  DuraspanTM  Dialysis Catheters, Ultra and Long Term",Gastroenterology-Urology Devices,0.176,,0.1,75.73,0,0.098,201.32
15713,Device Recall  AVEA GDE/UIM upgrade kit,Anesthesiology Devices,0.202,20.12,,203.54,0,0.111,201.87
59797,Device Recall  Stryker 2.5mm x 3.6mm Neuro Drill Soft Touch,Neurological Devices,0.196,26.5,0.11,738.55,0,0.122,201.17
56298,Device Recall  Glendale Memorial Fx Pack,Cardiovascular Devices,0.32,31.07,0.39,2589.45,0,0.209,204.49
19046,"Device Recall  ReEntry"" Malecot Nephrostomy Catheter Set",General and Plastic Surgery Devices,0.816,36.32,2.68,9351.9,1,0.742,
99531,Device Recall  CENTURION INSERTION/PROTECTION KIT,General and Plastic Surgery Devices,0.209,25.98,0.35,791.7,0,0.138,
21557,Device Recall  BioMed Devices,Anesthesiology Devices,0.31,21.9,,1006.89,0,0.198,204.35
21450,"CryoValve, Pulmonary Valve & Conduit ¿ SG",Cardiovascular Devices,0.177,30.19,0.07,411.03,0,0.101,201.98
54916,Device Recall  Instrumentation Laboratory GEM Premier 3500 analyzer,Clinical Chemistry and Clinical Toxicology Devices,0.253,16.28,,1974.53,0,0.167,202.31
57688,Device Recall  LifeScan OneTouch Ultra Control Solution,Clinical Chemistry and Clinical Toxicology Devices,0.325,17.78,,956.11,0,0.207,202.6
99018,Device Recall  Custom General Biopsy Tray,General and Plastic Surgery Devices,0.673,32.0,1.74,6103.17,0,0.551,
49892,Newport Portable Package,Anesthesiology Devices,0.447,24.08,,3973.49,0,0.331,208.83
58573,Device Recall  PIPELINE LS ACCESS SYSTEM,General and Plastic Surgery Devices,0.295,26.57,0.43,1234.59,0,0.196,
55406,Device Recall  Game Ready Professional Therapy System,Physical Medicine Devices,0.304,,0.83,1031.47,0,0.207,204.89
17303,Device Recall  Legionella IFA,Immunology and Microbiology Devices,0.386,18.15,,2692.49,0,0.273,205.78
4879,Heartware Ventricular Assist Device (HVAD) Controllers,Cardiovascular Devices,0.587,35.76,1.69,6398.19,0,0.468,214.07
99590,Device Recall  CENTURION V.A.D. TRAY,General and Plastic Surgery Devices,0.844,37.99,2.84,9584.27,1,0.782,
15927,Device Recall  Certain EP Healing Abutment 4.1mm(D) x 5mm(P) x 2mm(H),Dental Devices,0.185,,0.29,-213.06,0,0.102,200.39
50105,Siemens Axiom Artis,Radiology Devices,0.402,30.47,0.95,3527.99,0,0.292,218.23
96389,Device Recall  CNS INTERCHANGEABLE BIT CRANIAL DRILL,Neurological Devices,0.637,32.39,1.73,7361.35,1,0.538,218.12
113689,BrightView XCT(SPECT/CT diagnostic imaging system),Radiology Devices,0.657,35.97,2.9,12042.96,1,0.555,226.28
16110,Device Recall  Medivance ArcticGel Neonatal Pad,Cardiovascular Devices,0.245,31.02,0.33,838.94,0,0.156,203.54
57907,Device Recall  Layershield Adhesion Barrier Matrix,Neurological Devices,0.156,26.4,-0.1,484.21,0,0.095,201.1
55765,Device Recall  LEO Scooter,Physical Medicine Devices,0.628,,2.8,4631.86,1,0.512,216.06
93681,Device Recall  PathFinder Bone DrillAwlTap,Orthopedic Devices,0.307,,0.82,298.36,0,0.196,205.34
103418,TI Synex (TM) II Central Body 21mm  29mm,Orthopedic Devices,0.199,,0.57,619.03,0,0.123,201.06
101265,IsEBVVCA IgG,Immunology and Microbiology Devices,0.656,24.36,,5771.1,1,0.542,217.23
22351,Device Recall  Ventak PRIZM 2 DR ICD,Cardiovascular Devices,0.256,30.48,0.5,1346.1,0,0.161,202.47
22859,Device Recall  Baxter Interlink System Minivolume Extension Set,General Hospital and Personal Use Devices,0.196,21.64,,581.02,0,0.125,201.16
16765,Device Recall  BIOGRAPH mCT 20 Excel,Radiology Devices,0.364,27.96,0.96,3525.33,0,0.249,214.63
57779,Device Recall  Stryker Triathlon,Orthopedic Devices,0.376,,1.12,2298.58,0,0.262,206.0
54645,"DuraGen XS"" Dural Regeneration Matrix",Neurological Devices,0.206,25.58,0.29,1210.67,0,0.13,201.48
101241,LeMaitre,Cardiovascular Devices,0.548,35.25,1.45,6025.83,0,0.43,212.35
51659,Transpac IV Monitoring Kit,Cardiovascular Devices,0.374,32.12,0.63,2706.8,0,0.262,207.78
84079,PROVIA STEERABLE GUIDEWIRE PRO/PEL (SILICONE) COATING,Cardiovascular Devices,0.1,31.04,-0.05,9.44,0,0.063,201.32
100587,Zimmer Plates and Screws System,Orthopedic Devices,0.164,,-0.31,235.85,0,0.091,201.54
53631,MYOGLOBIN AND MYOGLOBIN CALIBRATORS ON THE ACCESS IMMUNOASSAY SYSTEMS,Immunology and Microbiology Devices,0.483,19.33,,3206.57,0,0.347,208.01
23699,Device Recall  HoMedics Thera P Heating pad,Physical Medicine Devices,0.242,,0.4,409.84,0,0.149,203.07
14219,"Device Recall  KimVent Closed Suction System for Adults, DSE",Anesthesiology Devices,0.486,24.94,,4722.09,0,0.373,210.75
51623,Transpac IV Monitoring Kit,Cardiovascular Devices,0.605,35.89,1.78,6622.06,0,0.489,216.34
57240,Device Recall  DePuy Spine,Orthopedic Devices,0.292,,0.85,2072.76,0,0.206,204.73
95817,Device Recall  Orthocord Blue Braided Composite Suture,General and Plastic Surgery Devices,0.391,27.55,0.58,1950.82,0,0.268,
96624,Device Recall  Ponsky PEG,Gastroenterology-Urology Devices,0.353,,0.73,1680.98,0,0.247,205.78
16708,Device Recall  DePuy Synthes orthopedic instruments,Orthopedic Devices,0.093,,-0.1,207.75,0,0.049,198.89
49449,TERUMO 3T L. V. Control Valve,Cardiovascular Devices,0.48,33.41,0.98,5729.89,0,0.358,209.32
97563,Device Recall  STERIDYNE STERILE PRESERVED SALINE SOLUTION,Ophthalmic Devices,0.89,33.67,,8077.97,1,0.824,231.25
90417,COLLEAGUE VOLUMETRIC INFUSION PUMP,General Hospital and Personal Use Devices,0.676,28.83,,5966.44,1,0.565,216.93
19257,Device Recall  Capio RP,Obstetrical and Gynecological Devices,0.623,30.45,,5290.52,1,0.509,216.6
98255,Device Recall  Ultraflex Precision Colonic Stent System,Gastroenterology-Urology Devices,0.383,,0.61,2287.8,0,0.253,202.86
18297,Device Recall  ECT Internal Fracture Fixation Drill,Orthopedic Devices,0.312,,1.03,790.14,0,0.208,205.18
18399,Device Recall  Nuance,Cardiovascular Devices,0.42,32.84,1.12,2610.87,0,0.297,206.13
103456,SCORPIO NRG KNEE SYSTEM,Orthopedic Devices,0.071,,-0.02,484.13,0,0.054,203.17
93817,Device Recall  Allez Spine Laguna Pedicle Screw System,Orthopedic Devices,0.438,,1.61,2808.71,0,0.311,206.6
56327,Device Recall  SickleScan,Hematology and Pathology Devices,0.591,21.26,,5596.03,0,0.461,212.37
52177,Covidien Emprint Percutaneous Antenna with Thermosphere Technology,General and Plastic Surgery Devices,0.35,27.11,0.57,1951.52,0,0.243,
97894,Device Recall  AVS TL Trial Spacer,General and Plastic Surgery Devices,0.194,24.43,0.08,434.22,0,0.106,
57737,Device Recall  APLIF Implants and Instruments,Orthopedic Devices,0.452,,1.8,3502.83,0,0.337,208.22
51323,Breast Pack,General and Plastic Surgery Devices,0.243,26.92,0.19,952.69,0,0.16,
104163,"Spectrum Central Venous Catheter Tray, Minocycline/Rifampin Antibiotic Impregnated, 5 Lumen",General Hospital and Personal Use Devices,0.159,20.34,,513.08,0,0.101,202.73
20040,Device Recall  Deltec Cozmo,General Hospital and Personal Use Devices,0.771,31.91,,6540.27,1,0.684,226.03
18200,Device Recall  ComputerAssisted Surgical Device,Neurological Devices,0.173,25.7,0.28,199.23,0,0.105,201.06
101908,ST. CHRISTOPHER'S SECUREMENT SET,General and Plastic Surgery Devices,0.719,34.03,2.12,7438.09,0,0.625,
53127,Medtronic,Cardiovascular Devices,0.081,29.69,-0.1,-203.22,0,0.04,199.95
15472,Device Recall  Atlas Spine Torque Limiting Handle,Orthopedic Devices,0.483,,2.18,3218.08,0,0.375,212.55
65754,"Shiley Reusable Cannula, Cuffed Tracheosotmy Tubes",Anesthesiology Devices,0.674,31.19,,8032.58,1,0.578,217.52
18169,Device Recall  MAXIMIS Pedicle Screw Spinal Fixation System,Orthopedic Devices,0.506,,1.9,4983.75,0,0.396,211.5
95902,Device Recall  CYTCOK TITANIUM POST SYSTEM,Dental Devices,0.126,,0.17,12.08,0,0.07,200.53
20525,Device Recall  Gastrointestinal tube,Gastroenterology-Urology Devices,0.088,,0.19,478.8,0,0.057,200.03
13935,Device Recall  RUSCH ENDOBRONCHIAL TUBE SETS,Anesthesiology Devices,0.055,20.2,,396.97,0,0.036,200.86
18035,Device Recall  Hypodermic needles,General Hospital and Personal Use Devices,0.184,19.95,,723.77,0,0.103,200.25
51703,Volt Resistance,Physical Medicine Devices,0.069,,-0.33,2.92,0,0.037,200.58
98379,"Device Recall  All Med Medical 19ga x 1.50"" Winged Administration Set w/Y Site",General Hospital and Personal Use Devices,0.306,21.74,,1427.16,0,0.204,203.88
57884,"Device Recall  LHB, Perishable Item Pack Type III",General and Plastic Surgery Devices,0.267,26.11,0.29,1664.0,0,0.176,
57196,Device Recall  ULTRA Fabric Reinforced surgical Gown XLarge Sterile,General Hospital and Personal Use Devices,0.429,23.8,,2650.37,0,0.307,205.77
94072,Device Recall  Pulsavac,General Hospital and Personal Use Devices,0.574,26.07,,3944.88,0,0.438,211.02
19065,Device Recall  Power PORTACATH,General Hospital and Personal Use Devices,0.153,19.95,,-129.64,0,0.083,201.59
93847,Device Recall  ECAT EXACT HR 47,Radiology Devices,0.238,25.96,0.26,596.62,0,0.137,211.6
58663,Device Recall  Brand Name: Vector TAS 8mm Screw.,Dental Devices,0.811,,3.95,6909.81,1,0.738,225.8
22774,Device Recall  Anorectal Manometry Probe,Gastroenterology-Urology Devices,0.478,,1.07,2709.92,0,0.344,208.28
102192,"Stockinette, Double Ply, Standard Weave, 6 X 60'', 6 X 72'', 8 X 48'', 8 X 60'', 8 X 72'', 10 X 48''",General Hospital and Personal Use Devices,0.163,19.01,,-156.12,0,0.09,201.93
104026,Boston Scientific brand Matrix 3D Omega Standard Coils,Obstetrical and Gynecological Devices,0.258,25.53,,710.93,0,0.146,200.44
52901,MagNa Pure,Hematology and Pathology Devices,0.076,14.2,,-854.86,0,0.041,200.67
50153,TWINFIX Ultra HA Suture Anchor & TWINFIX Ultra PLLA/HA Suture Anchor,Orthopedic Devices,0.627,,3.75,6576.46,1,0.533,216.48
15829,Device Recall  Cytosponge Cell Collection Device,"Ear, Nose, and Throat Devices",0.275,,0.58,581.67,0,0.168,199.96
23079,Device Recall  AccuChek,General Hospital and Personal Use Devices,0.111,20.85,,150.53,0,0.068,200.83
97671,Device Recall  Anesthesia system,Anesthesiology Devices,0.414,23.77,,2704.6,0,0.285,205.3
53622,"Protg GPS"" Biliary Stent System",Gastroenterology-Urology Devices,0.297,,0.05,956.48,0,0.176,203.2
52407,MGBX ZESTAW GB LS X1,General and Plastic Surgery Devices,0.159,25.58,0.15,1043.82,0,0.104,
99913,"Selex M2A Magnum Modular Head, 40 mm",Orthopedic Devices,0.575,,2.79,4951.12,0,0.446,210.89
100952,Total Temporomandibular Joint Replacement System,Dental Devices,0.424,,1.55,1579.63,0,0.303,205.24
53358,ARCHITECT c8000,Clinical Chemistry and Clinical Toxicology Devices,0.193,14.89,,869.05,0,0.119,203.22
99964,Access Immunoassay Systems,Clinical Chemistry and Clinical Toxicology Devices,0.298,16.83,,1474.57,0,0.186,201.6
97181,Device Recall  LifeShield Primary I.V. Set,General Hospital and Personal Use Devices,0.261,21.64,,1026.15,0,0.168,202.25
77736,ge giraffe and panda heaters,Anesthesiology Devices,0.616,27.32,,6620.73,0,0.495,215.57
52946,Krupin Eye Valve,Ophthalmic Devices,0.238,21.72,,365.65,0,0.145,201.12
14602,Device Recall  INTEGRIS BH3000,Radiology Devices,0.152,26.91,0.19,1312.06,0,0.101,211.53
22074,"NAMIC Custom Angiographic Kit''  sold under the following labels: || (1)  Medical University of South Carolina.  Pouch Catalog # 60131481; || (2) Covenant Medical Center, Pouch Catalog #60131603; || (3) St. Joseph Hospital, Pouch Catalog #60101041; || (4) Spectrum Health, Pouch Catalog #61020031 || (5) Rush Foundation Hospital, Kit #65185472 ****** || Responsible firm on product labels:  Boston Scientific/SCIMED *** Manufactured by:  Boston Scientific Corporation / NAMIC Technology Center / Glens Falls, New York 12801.  ****** || Each kit is customized to the needs of the particular hospital identified on the product labeling.",Cardiovascular Devices,0.392,32.25,0.69,2276.85,0,0.269,207.37
17241,Device Recall  LeMaitre,Cardiovascular Devices,0.143,29.66,0.07,-258.14,0,0.076,200.83
75287,Product Trade Name: ReNu with Moisture LOC - Multiation Solution. N. Anvisa Reg.: 80136060092,Ophthalmic Devices,0.23,21.17,,710.28,0,0.15,203.37
54805,Porous Plasma Spray (PPS) Ringloc  Acetabular System,Orthopedic Devices,0.488,,1.91,3079.12,0,0.356,209.06
57513,Device Recall  IgG FITC Conjugate,Immunology and Microbiology Devices,0.211,16.75,,257.0,0,0.127,200.99
16110,Device Recall  Medivance ArcticGel Neonatal Pad,Cardiovascular Devices,0.607,35.83,1.81,7384.84,0,0.485,213.17
50764,Volcano s5/s5x/CORE Mobile Intravascular Ultrasound Imaging and Pressure System,Radiology Devices,0.439,29.14,1.2,4457.01,0,0.313,217.99
54943,Device Recall  Innova SelfExpanding Stent System,Cardiovascular Devices,0.266,30.67,0.51,1189.74,0,0.165,201.92
21127,Device Recall  ABBOTT TestPackPlus Strep A with On Board Controls (OBC) II,Immunology and Microbiology Devices,0.425,18.38,,2386.59,0,0.298,207.28
22172,Device Recall  P.F.C.,Orthopedic Devices,0.41,,1.4,2024.9,0,0.286,207.14
52431,MEDLINE Sterile Needle Counter,General and Plastic Surgery Devices,0.58,29.94,1.38,4255.91,0,0.447,
50235,Symbia S,Radiology Devices,0.546,33.49,1.75,7347.89,0,0.426,221.92
23530,Device Recall  Terumo APS 1,Cardiovascular Devices,0.075,29.63,-0.32,-547.19,0,0.04,200.83
59840,Device Recall  Sarns Malleable Dualstage Venous Return Cannulae,Cardiovascular Devices,0.696,36.69,2.36,10981.45,1,0.595,220.57
6767,evita v300,Anesthesiology Devices,0.6,26.24,,7176.08,0,0.477,214.01
15697,Device Recall  Synthes LCP DiaphysealMetaphyseal Volar Distal Radius Plate,Orthopedic Devices,0.358,,0.99,2268.02,0,0.239,203.41
