device_id,device_name,classification,age_fraction,manufacturer_risk_tier,temperature,vibration,hours_used,failed,true_failure_probability,voltage
94093,Device Recall  Bayer Contour TS blood glucose test strips,Clinical Chemistry and Clinical Toxicology Devices,0.286,low,15.58,,2002.26,0,0.162,202.84
52867,Baxter Meridian Hemodialysis Instrument,Gastroenterology-Urology Devices,0.585,medium,,1.89,4244.97,0,0.5,213.64
100957,Total Temporomandibular Joint Replacement System,Dental Devices,0.309,medium,,0.69,590.15,0,0.254,202.37
58535,Device Recall  SARKEN STAT! 1 Panel Test KitmAMP,Clinical Chemistry and Clinical Toxicology Devices,0.694,medium,25.82,,7517.32,1,0.611,217.96
21870,Device Recall  Baxter PosiFlow Access Device for IV Access,General Hospital and Personal Use Devices,0.236,high,20.48,,386.91,0,0.279,203.99
51902,"JacksonPratt Hemaduct Silicone Round Drain, 19FR. Sterile, Rx Only",General and Plastic Surgery Devices,0.538,medium,30.22,1.22,3692.99,0,0.454,
12998,Device Recall  Vygon,General Hospital and Personal Use Devices,0.394,medium,23.89,,1299.93,0,0.328,206.83
22217,Device Recall  P.F.C.,Orthopedic Devices,0.676,high,,3.98,6913.66,1,0.666,218.22
113673,Gas/Water Feeding Valve – PTX-OF-B194 (Used with PENTAX GI Video Endoscopes - 90i/90K series and i10/K10 series ),Gastroenterology-Urology Devices,0.723,high,,2.33,6823.89,1,0.702,220.92
17938,Device Recall  CS 100 IntraAortic Balloon Pump,Cardiovascular Devices,0.745,medium,37.27,2.39,11302.98,0,0.647,221.32
896,strips to measure glucose (glucose Nova Max),Clinical Chemistry and Clinical Toxicology Devices,0.575,low,21.28,,4688.49,0,0.4,213.28
57558,"Device Recall  GE Healthcare, Innova 2100 IQ, Innova 3100 IQ, Innova 4100 IQ",Radiology Devices,0.894,high,45.22,4.85,19452.94,1,0.912,241.97
16245,Device Recall  Merge PACS Software V6.0.2.0 MR2,Radiology Devices,0.307,high,27.96,0.5,2323.22,0,0.329,212.68
95770,Device Recall  CITATION TMZF HA STEM,Orthopedic Devices,0.191,high,,-0.16,755.16,0,0.245,200.36
20034,"ICON DS hCG, an in-vitro diagnostic. Part number 44025.",Clinical Chemistry and Clinical Toxicology Devices,0.253,medium,16.41,,1237.37,0,0.219,200.75
56666,"Device Recall  Monoject Insulin Safety Syringe 1/2mL 30 X 5/16""",General Hospital and Personal Use Devices,0.335,medium,22.18,,1045.68,0,0.269,202.39
22445,Device Recall  Finned Tibial Tray,Orthopedic Devices,0.179,high,,0.25,1019.38,0,0.251,201.44
104225,"Central Venous Tray, Triple Lumen Polyurethane",General Hospital and Personal Use Devices,0.403,high,23.18,,2596.73,0,0.413,206.79
22145,Device Recall  P.F.C.,Orthopedic Devices,0.678,high,,3.21,7187.62,1,0.654,217.67
77770,mri cameras with superconducting magnets,Radiology Devices,0.153,high,24.9,-0.03,195.18,0,0.22,210.25
18152,Device Recall  MAXIMIS Pedicle Screw Spinal Fixation System,Orthopedic Devices,0.175,high,,0.25,353.24,0,0.241,201.07
16862,Device Recall  Philips Efficia,Cardiovascular Devices,0.204,high,30.26,0.39,146.45,0,0.261,202.87
17473,Device Recall  Smith & Nephew ACUFEX TRUNAV Retrograde Drill 5.5MM,General and Plastic Surgery Devices,0.664,medium,32.58,1.69,5766.48,1,0.571,
66827,Newport HT70 Ventilators,Anesthesiology Devices,0.514,low,25.87,,5229.22,0,0.353,209.16
60068,Device Recall  PHAROS Excimer Laser,General and Plastic Surgery Devices,0.335,low,26.26,0.27,2336.42,0,0.197,
12979,Device Recall  Capillary Caps for RAPIDLyte Multicap and MulticapS Blood Collection Capillaries,Clinical Chemistry and Clinical Toxicology Devices,0.476,medium,19.79,,3663.37,0,0.397,208.8
19985,Tachos DR - Atrial TX Implantable Cardioverter Defibrillators,Cardiovascular Devices,0.203,medium,30.8,0.07,1950.86,0,0.195,201.87
19027,Device Recall  BreakAway Femoral Nozzle,Orthopedic Devices,0.433,high,,1.15,2433.79,0,0.412,205.78
99772,ANCHORLOK,Orthopedic Devices,0.218,medium,,-0.08,754.98,0,0.186,200.17
50970,Smith & Nephew Biosure,Orthopedic Devices,0.148,medium,,0.1,1184.3,0,0.165,201.32
59153,"Device Recall  23ga Wide Field Endo Illuminator, Synergetics, inc.",Ophthalmic Devices,0.437,medium,23.42,,2108.25,0,0.369,209.4
60630,Device Recall  Biomet Spine Durango Anchored ALIF Plate,Orthopedic Devices,0.745,low,,4.47,8750.43,0,0.587,221.51
21637,"Device Recall  Beckman Coulter, COULTER LH 750",Hematology and Pathology Devices,0.27,high,16.89,,1489.52,0,0.316,204.23
53478,Depuy P.F.C. E Knee System,Orthopedic Devices,0.516,high,,2.01,3861.4,0,0.497,210.32
15515,"Device Recall  Conforming Stretch Gauze Bandages, Sterile",General Hospital and Personal Use Devices,0.695,low,28.16,,6060.91,1,0.532,221.89
98239,Device Recall  Sterile BioEye Hydroxyapatite Orbital Implant and Conformer,Ophthalmic Devices,0.329,low,22.02,,1581.88,0,0.2,203.57
60572,Device Recall  Beckman Coulter DxH Diluent,Hematology and Pathology Devices,0.722,high,25.6,,7571.71,1,0.702,219.01
47765,HomeChoice and HomeChoice PRO system for automated peritoneal dialysis,Gastroenterology-Urology Devices,0.262,medium,,0.5,883.5,0,0.228,201.32
56110,Device Recall  Syngo RT,Radiology Devices,0.586,high,33.75,2.08,9216.37,1,0.578,225.6
96949,Device Recall  CLEARGLIDE PRECISION BIPOLAR DEVICE,General and Plastic Surgery Devices,0.596,high,31.37,1.27,4704.01,1,0.573,
58068,Device Recall  CAPSure; Coblator; CoVAC; ArthroWand; Microblastor; Saber; Saphyre; SERFAS; TriStar; VARP; Vulcan.,General and Plastic Surgery Devices,0.004,medium,24.5,-0.09,65.05,0,0.083,
58733,Device Recall  VITROS Chemistry Products PHOS Slides,Clinical Chemistry and Clinical Toxicology Devices,0.332,high,16.89,,1610.64,0,0.354,206.81
98899,Device Recall  Cylindrical Reamer,Orthopedic Devices,0.373,high,,0.98,1845.04,0,0.374,205.34
20494,"Misys Laboratory System, versions 5.3 build 63 through 5.3.2 and LabAccess Results.",Clinical Chemistry and Clinical Toxicology Devices,0.078,low,13.98,,-719.69,0,0.035,199.58
101526,MEDTRONIC  ARRIVE BRAIDED TRANSSEPTAL SHEATH,Cardiovascular Devices,0.598,medium,35.57,1.77,5761.92,1,0.503,214.09
18491,Device Recall  BioStable 5F DL55CM MST70 KIT NonValved w/ Nit GW,General Hospital and Personal Use Devices,0.239,high,21.03,,715.31,0,0.281,201.7
55512,Device Recall  Rules Based Medicine blood collection kit,Hematology and Pathology Devices,0.465,high,19.02,,3278.47,0,0.451,207.67
21705,Device Recall  Advisor,Cardiovascular Devices,0.334,medium,32.14,0.7,2573.9,0,0.295,206.61
55377,"Device Recall  TSX101A: AQUILION 16; System, XRay, Tomography, Computed",Radiology Devices,0.555,medium,32.7,1.6,8426.53,1,0.469,223.0
52512,Neonatal Catheter & Insertion Tray is simply a catheter kit that is comprised of the Nutriline Peelable Sheath 2 Fr. catheter and a separately packaged catheter tray. ,Cardiovascular Devices,0.913,low,42.74,4.17,15250.59,1,0.779,233.12
12934,Device Recall  Synthes Electric Pen Drive (EPD) System,Orthopedic Devices,0.659,medium,,3.35,6512.92,1,0.572,217.9
21895,"Device Recall  ABSOLOK Extra Absorbable Ligating Clip cartridges, large, code AP400.",General and Plastic Surgery Devices,0.254,high,25.75,0.49,569.1,0,0.295,
17119,Device Recall  Regard,General and Plastic Surgery Devices,0.809,high,36.2,2.52,9750.71,1,0.812,
55553,Device Recall  Appraise A1C Test Pak Kit (IBM Care Advantage,Hematology and Pathology Devices,0.185,high,16.68,,276.69,0,0.25,200.38
103720,"VITEK 2 Gram Negative Susceptibility Card, ASTGN25",Immunology and Microbiology Devices,0.234,high,15.24,,315.36,0,0.266,201.59
75370,"ISOMED Implantable Infusion Pumps (Mod. 8472-20, 8472-35, 8472-60) and SYNCHROMED II (Mod. 8637-20 and 8637-40). Anvisa registration number: 10099430095 (ISOMED) and 10099430103 (SYNCHROMED II).",General Hospital and Personal Use Devices,0.193,low,20.34,,484.52,0,0.097,200.54
50748,ENT Pack  contains Devon Light Glove,General and Plastic Surgery Devices,0.38,high,27.85,0.51,2161.35,0,0.388,
21351,"Sarns brand Retrograde Cardioplegia Cannulae, manual-inflate, 17 Fr, malleable stylet, ribbed balloon; catalog number 4430.",Cardiovascular Devices,0.087,high,29.72,-0.17,-199.03,0,0.193,201.27
23086,Device Recall  HiResolution Bionic Ear System,"Ear, Nose, and Throat Devices",0.582,medium,,1.94,3195.26,1,0.504,213.61
50825,GE Healthcare Inc.,Radiology Devices,0.357,medium,28.46,1.04,3095.82,0,0.308,216.66
96470,Device Recall  Restoration Modular Hip System,Orthopedic Devices,0.112,high,,0.57,1.27,0,0.211,199.11
102011,Pulmanex Sideport Kit w/Oxygen Line,Anesthesiology Devices,0.464,medium,24.63,,4111.69,0,0.392,209.23
20170,LIFEPAK CR Plus defibrillator,Cardiovascular Devices,0.546,medium,34.19,1.46,4998.73,0,0.455,213.04
13116,Device Recall  CooperSurgcial,Obstetrical and Gynecological Devices,0.471,medium,28.86,,2894.58,0,0.402,210.09
23137,Device Recall  SYNCHRON LX 20 Clinical System,Clinical Chemistry and Clinical Toxicology Devices,0.405,low,18.66,,3056.29,0,0.264,206.77
52567,CryoValve,Cardiovascular Devices,0.638,medium,36.3,2.12,7903.92,1,0.551,215.92
97364,Device Recall  8400 Capnocheck Capnometer,Anesthesiology Devices,0.665,low,28.99,,8667.81,1,0.5,216.39
18380,Device Recall  PAX8 (MRQ50 Mab) CM,Hematology and Pathology Devices,0.12,medium,14.91,,350.47,0,0.137,199.72
18206,Device Recall  MOSAIQ Oncology Information System,Radiology Devices,0.048,medium,24.64,0.03,727.71,0,0.106,209.9
13686,Device Recall  Laser fibers,General and Plastic Surgery Devices,0.416,medium,27.49,0.74,2770.24,0,0.347,
14818,Device Recall  EndoVive 3s Low Profile Balloon Kits,Gastroenterology-Urology Devices,0.085,high,,0.11,328.61,0,0.2,201.31
97005,"Device Recall  Outlook Pump IV Set w/Universal Spike, 2 Injection sites, 1.2um Filter, Pressure limited check valve",General Hospital and Personal Use Devices,0.362,high,22.64,,1819.89,0,0.376,205.35
51095,White Lumax Guiding Coaxial Catheter,Cardiovascular Devices,0.589,high,35.77,1.95,7574.02,1,0.591,216.25
101472,LOW PROFILE ABUTMENTS  INTERNAL AND EXTERNAL CONNECTION,Dental Devices,0.746,high,,3.44,5660.92,1,0.737,221.55
17194,Device Recall  Regard,General and Plastic Surgery Devices,0.096,high,25.57,0.07,-29.13,0,0.201,
17313,Device Recall  Inion GTR Membrane systemTacks,Dental Devices,0.347,low,,0.66,1075.72,0,0.212,206.18
110368,FlexCath Select Steerable Sheath,Cardiovascular Devices,0.392,low,32.16,0.89,3661.05,1,0.252,206.54
116665,"Implants, Non active, Peripheral Vascular Stents Peripheral Vascular Sten. Zilver PTX Drug-Eluting Peripheral Stent",Cardiovascular Devices,0.251,medium,30.71,0.39,1820.39,0,0.225,202.67
103059,Axiom Artis dTA,Radiology Devices,0.352,high,29.4,0.39,3212.04,0,0.364,214.86
94359,Device Recall  Intrastent Balloon Expandable Biliary Stent,Gastroenterology-Urology Devices,0.478,medium,,1.29,3558.25,0,0.41,209.38
54881,Device Recall   camera imaging system,Radiology Devices,0.5,medium,31.61,1.64,6017.38,0,0.423,220.58
100074,Metasul,Orthopedic Devices,0.352,high,,0.54,1852.74,0,0.36,206.0
50974,Natus neoBLUE LED Phototherapy system,General Hospital and Personal Use Devices,0.442,medium,23.87,,2210.72,0,0.364,207.63
16527,Device Recall  PREMIER EHEC and PREMIER EHEC Bulk,Immunology and Microbiology Devices,0.571,low,21.69,,5388.04,0,0.412,213.52
93707,Device Recall  ReUnion,Orthopedic Devices,0.529,high,,1.99,4368.18,1,0.505,209.75
59912,Device Recall  IRK QRG  for the da Vinci Standard Surgical System;  da Vinci S System and da Vinci Si System and Si,General and Plastic Surgery Devices,0.525,high,29.57,1.19,3526.94,1,0.509,
113632,Anastaflo Intravascular Shunt ( Carotid artery shunt),Cardiovascular Devices,0.591,medium,34.85,1.76,7280.26,1,0.505,215.0
52049,"Ultradent Products, Inc.  Paper Points",Dental Devices,0.245,medium,,0.43,627.88,0,0.218,202.1
56639,Device Recall  T4 Hytrel Zipper Toga,General Hospital and Personal Use Devices,0.318,high,21.56,,1115.77,0,0.33,203.05
101973,Abbott,Hematology and Pathology Devices,0.084,low,15.03,,9.71,0,0.038,199.03
58423,Device Recall  ViSi Mobile Monitor,Cardiovascular Devices,0.285,low,30.82,0.7,1379.67,0,0.166,202.85
95087,Device Recall  Stableloc (TM) External Fixation System,Orthopedic Devices,0.389,medium,,0.98,1438.54,0,0.313,206.7
21310,Device Recall  MammoTest System,Radiology Devices,0.5,medium,32.12,1.63,6434.7,0,0.423,219.28
95360,Device Recall  Stryker InTouch Critical Care Bed,General Hospital and Personal Use Devices,0.334,high,20.55,,1426.01,0,0.337,203.9
52209,AirLife Resuscitation,Cardiovascular Devices,0.48,medium,33.06,1.22,4556.64,0,0.399,209.54
23018,Device Recall  METRx II Tube,Orthopedic Devices,0.176,medium,,0.57,506.02,0,0.185,202.7
99571,Device Recall  CENTURION TRIPLE LUMEN INSERTION KIT,General and Plastic Surgery Devices,0.282,high,26.43,0.34,652.36,0,0.309,
22224,Device Recall  P.F.C.,Orthopedic Devices,0.526,high,,2.88,3473.92,0,0.522,212.54
15246,Device Recall  Milex Arcing Diaphragm,Obstetrical and Gynecological Devices,0.105,medium,25.32,,-143.14,1,0.133,200.61
95077,Device Recall  Evita XL Continuous Ventilator,Anesthesiology Devices,0.928,medium,36.72,,15623.39,1,0.883,234.64
18897,Device Recall  GLOBAL UNITE Platform Shoulder System,Orthopedic Devices,0.101,high,,-0.53,687.75,0,0.207,201.09
4248,Evalve MitraClip,Cardiovascular Devices,0.26,low,31.51,0.5,158.77,0,0.151,203.79
101120,Stryker Orthopaedics,Orthopedic Devices,0.276,medium,,0.68,2098.67,0,0.248,202.83
49671,ACETABULAR PIN,Orthopedic Devices,0.412,high,,1.61,3383.67,0,0.428,207.52
15450,Device Recall  Optovue iVue and iVue 500,Ophthalmic Devices,0.078,low,20.06,,58.7,0,0.042,201.34
98985,Device Recall  Irrigation Kit,General Hospital and Personal Use Devices,0.425,medium,23.52,,2103.27,0,0.355,208.15
21644,"Cook brand Zenith Flex AAA Endovascular graft with the H&L-B; One-Shot Introduction System( A= 24mm, B=126mm, C=96mm, D=12mm, E= 18.0f, F=.035'', G =40cm); Reorder number TFBB-24-96.",Cardiovascular Devices,0.274,high,30.93,0.32,677.35,0,0.302,203.71
55704,Device Recall  TMA Archwires,Dental Devices,0.109,medium,,0.23,391.49,0,0.148,201.93
55120,"Device Recall  Stainless Steel, Natural, Lower, .018"": Arch Wires",Dental Devices,0.216,low,,-0.0,647.91,0,0.11,200.76
19221,Device Recall  Spinal Jaxx Interbody Fusion Device,Orthopedic Devices,0.358,low,,0.8,2431.82,0,0.209,202.36
99367,Device Recall  CELLDYN Sheer Valve Assembly Driver,Hematology and Pathology Devices,0.736,medium,25.82,,7924.68,1,0.65,220.98
65408,GEM PREMIER 4000 CARTRIDGE K+ REPORTING,Clinical Chemistry and Clinical Toxicology Devices,0.36,low,17.05,,2820.08,0,0.223,205.07
103410,"Hospitak, and McKesson",Anesthesiology Devices,0.23,medium,19.46,,1071.98,1,0.198,201.41
59047,Device Recall  Boston Scientific Extractor Pro XL Retrieval Balloon Catheter 1215 mm,Gastroenterology-Urology Devices,0.344,high,,0.46,1829.71,0,0.358,204.85
94883,Device Recall  Coherence Impression Therapist,Radiology Devices,0.825,high,40.31,4.21,18059.39,1,0.827,237.19
22428,Device Recall  6 cm Catheter Reservoir with 10 cm extension,Neurological Devices,0.475,low,28.48,1.09,4582.49,0,0.326,210.06
58391,Device Recall  Synthes Craniomaxillofacial (CMF) Distraction System,Dental Devices,0.393,high,,0.91,1155.29,1,0.391,206.3
98266,"Device Recall  Varian brand CSeries Ximatron Radiotherapy Treatment Stimulator,",Radiology Devices,0.344,medium,26.4,0.53,2939.67,0,0.276,214.25
34935,HeartWare® Controller,Cardiovascular Devices,0.412,medium,32.48,0.67,3314.07,0,0.335,206.07
20603,Device Recall  ADx,Clinical Chemistry and Clinical Toxicology Devices,0.603,medium,22.16,,6441.28,1,0.514,212.95
58230,Device Recall  Medical Linear Accelerator,Radiology Devices,0.527,medium,31.52,1.94,7701.47,0,0.444,219.38
22008,Device Recall  Vail 2000 Enclosed Bed System.,General Hospital and Personal Use Devices,0.106,low,18.97,,-373.1,0,0.06,203.14
99595,Device Recall  Enzymatic Creatinine (ECREA) Flex(R) reagent cartridges,Clinical Chemistry and Clinical Toxicology Devices,0.578,high,21.73,,5589.59,1,0.569,214.98
21615,Device Recall  Primary Checkvalve for Secondary (piggyback) Administration Set,General Hospital and Personal Use Devices,0.349,high,22.42,,1706.7,0,0.364,204.62
102110,"100 inch (254 cm) 15 Drop Administration Set with FlowSafe Flow Controller and Max Y Connector, 50 per box. Product No. MFS102",General Hospital and Personal Use Devices,0.375,low,21.75,,1643.57,0,0.231,207.69
52662,"Allegiance Laminated Wood Crutches, Large Adult",Physical Medicine Devices,0.379,medium,,1.03,1938.4,0,0.319,205.81
56518,Device Recall  Sarns,Cardiovascular Devices,0.591,high,34.48,1.77,7467.78,1,0.566,212.44
59656,Device Recall  OsteoClage Stainless Steel Bone Plate,Orthopedic Devices,0.442,medium,,1.37,3125.35,0,0.371,209.33
20144,Device Recall  Guidant,Cardiovascular Devices,0.293,medium,30.78,0.43,1903.56,0,0.246,202.83
59420,Device Recall  SROM Noiles Rotating Hinge Femur with Pin,Orthopedic Devices,0.221,high,,0.61,808.81,0,0.275,201.67
102390,"Atlas DR, Models  V-240",Cardiovascular Devices,0.164,medium,30.22,-0.02,1122.74,0,0.17,202.99
60482,"Device Recall  CLAW(R) II STRAIGHT PLATE ORTHOLOC(TM) 3DSi, LENGTH 20mm x 25mm",Orthopedic Devices,0.481,medium,,1.85,3595.75,0,0.399,208.62
53274,Da Vinci S Surgical System,General and Plastic Surgery Devices,0.484,medium,29.04,0.88,3041.51,0,0.399,
102777,Tape Fog Shield Surgical Mask Green Fiberglass Free,General Hospital and Personal Use Devices,0.657,low,28.17,,5535.2,0,0.492,217.62
51579,Transpac IV Monitoring Kit,Cardiovascular Devices,0.206,high,30.64,0.11,25.59,0,0.25,199.49
53660,BHM Kwiktrak Gate System,General Hospital and Personal Use Devices,0.457,medium,24.2,,2384.02,1,0.374,207.26
49372,"COBAS AmpliPrep / COBAS TaqMan HCV Test, CEIVD",Immunology and Microbiology Devices,0.603,low,21.53,,5539.74,0,0.429,214.33
13481,Device Recall  Cannulated Drill Bits,Orthopedic Devices,0.264,medium,,0.27,-76.22,0,0.216,203.13
100215,Cooper Surgical  Advincula Arch,Obstetrical and Gynecological Devices,0.506,low,28.54,,3205.4,0,0.327,207.25
97530,Device Recall  Amsco 3085SP Surgical Table,General and Plastic Surgery Devices,0.366,medium,27.09,0.44,1721.69,0,0.298,
17613,Device Recall  Navitrack System  OS Knee Universal,Neurological Devices,0.567,medium,31.28,1.12,6353.74,0,0.491,214.5
116192,Digital Accelerators with iViewGT or XVI,Radiology Devices,0.202,high,25.16,0.1,1656.11,0,0.253,210.94
102178,Portex,Clinical Chemistry and Clinical Toxicology Devices,0.518,high,21.19,,4523.76,1,0.513,211.1
103920,SODASORB 48 IND H MED PrePaks,Anesthesiology Devices,0.622,low,27.97,,6320.7,0,0.457,217.35
17826,Device Recall  I125 CE Marked QuickLink Cartridges,Radiology Devices,0.773,medium,39.33,3.68,15800.28,1,0.706,236.05
12911,Device Recall  MEDPOR BARRIER Sheets  Orbital Floor Implant,General and Plastic Surgery Devices,0.208,high,25.82,0.12,734.34,0,0.263,
97684,Device Recall  Bionic NAVIGATOR Clinician Programmer Model Number SC71504,Neurological Devices,0.427,low,28.37,0.57,3248.57,0,0.273,207.5
96713,Device Recall  Biotrak Resorbable Fixation System,Orthopedic Devices,0.358,medium,,1.03,2460.06,0,0.305,205.29
49761,Vacuette Quickshield Complete Plus,General Hospital and Personal Use Devices,0.354,medium,22.76,,1507.89,0,0.297,204.99
50244,Stryker Orthopaedics  Ball Impactor Tip,Orthopedic Devices,0.246,high,,0.41,1209.24,0,0.286,201.35
94160,"Device Recall  CXP analysis SW V2.1, 5 network user with Romlock",Hematology and Pathology Devices,0.742,high,25.46,,8347.28,1,0.73,222.56
98745,Device Recall  Anchor Tissue Retrieval System TRS100SB,General and Plastic Surgery Devices,0.374,low,27.16,0.59,1400.59,0,0.224,
13408,"Device Recall  Extentrac Elite product brochure DCN: 13001, 09001",Physical Medicine Devices,0.205,low,,0.12,785.92,0,0.109,201.13
58183,"Device Recall  Code Alert, Sensatec",General Hospital and Personal Use Devices,0.346,low,22.26,,1622.42,0,0.205,203.12
56179,Device Recall  Access Ostase Calibrators,Clinical Chemistry and Clinical Toxicology Devices,0.453,high,18.63,,3059.16,0,0.444,209.29
103991,SINGLE SHOT EPIDURAL ANESTHESIA KIT,Anesthesiology Devices,0.837,high,34.4,,13199.05,1,0.853,228.85
102800,Zimmer Trilogy Acetabular Shell,Orthopedic Devices,0.464,high,,2.15,2912.64,0,0.456,207.26
22425,Right Heart Catheter Product Line: || Catalog Number 608055-------------827D1006I 4P BBM RMM Cath.,Cardiovascular Devices,0.185,medium,31.45,0.28,1116.57,0,0.191,201.68
97219,Device Recall  Acacia IV Extension Set with BD QSyte,General Hospital and Personal Use Devices,0.526,low,25.22,,3097.2,0,0.352,210.07
99560,Device Recall  CENTURION PORT ACCESS TRAY,General and Plastic Surgery Devices,0.557,high,29.77,1.03,4549.68,1,0.53,
54366,Shiley Cuffed Pediatric Tracheostomy Tube,Anesthesiology Devices,0.244,high,20.46,,844.92,0,0.278,202.16
50916,"Sterile, CV0479A  Open Heart Pk   surgical kit",General and Plastic Surgery Devices,0.611,high,30.2,1.4,5641.21,1,0.584,
18922,Device Recall  Knee joint replacement,Orthopedic Devices,0.112,low,,0.39,-94.29,0,0.058,199.44
50576,Remote Network Station 9703,Cardiovascular Devices,0.566,low,34.61,1.64,6540.33,0,0.396,211.68
52451,Promote Quadra,Cardiovascular Devices,0.153,medium,30.46,-0.32,572.32,0,0.157,200.59
95510,Device Recall  Terumo APS 1,Cardiovascular Devices,0.587,high,35.61,1.6,6668.72,1,0.571,214.46
101499,LOW PROFILE ABUTMENTS  INTERNAL AND EXTERNAL CONNECTION,Dental Devices,0.282,high,,0.57,1129.85,0,0.328,205.32
20687,Device Recall  Folate Low and High Controls,Clinical Chemistry and Clinical Toxicology Devices,0.23,medium,16.0,,842.41,0,0.211,203.17
53914,King Systems Universal Flex2 Breathing Circuit,Anesthesiology Devices,0.318,high,22.12,,3009.49,0,0.358,206.3
22826,Device Recall  Elecsys,Immunology and Microbiology Devices,0.712,high,25.76,,8529.02,1,0.706,218.65
60700,Device Recall  Pulsiocath PiCCO ProAQT Monitoring Kit,Cardiovascular Devices,0.266,low,31.15,0.2,1606.77,0,0.15,202.78
20392,Device Recall  ContinuFlo,General Hospital and Personal Use Devices,0.221,high,20.56,,881.54,0,0.267,200.54
21074,LDL Cholesterol Reagent (LDLD) || Part No. 969706,Clinical Chemistry and Clinical Toxicology Devices,0.208,high,16.36,,1082.29,0,0.27,201.52
59871,Device Recall  iGUIDE System,Radiology Devices,0.391,medium,30.04,0.91,2714.73,0,0.327,216.79
49529,3.5mm 90 Degree Part Number A133501,General and Plastic Surgery Devices,0.566,medium,30.99,1.34,4693.42,1,0.488,
53709,COROSKOP HSACS XRay System,Radiology Devices,0.259,high,26.59,0.26,2577.66,0,0.294,211.44
17972,Device Recall  SMARTABLATE System,Cardiovascular Devices,0.144,medium,30.46,0.37,494.66,0,0.159,199.26
55233,"Device Recall  Heat Activated Niti Arches, Natural, Upper, .019x 25"", Arch Wires.",Dental Devices,0.442,low,,1.3,2059.12,0,0.288,206.78
13581,Device Recall  Ingenuity CT,Radiology Devices,0.499,high,30.15,1.72,5524.5,0,0.484,220.16
55463,Device Recall  Sarns Sternal Saw I System,General and Plastic Surgery Devices,0.626,high,31.1,1.58,5633.62,1,0.605,
60360,Device Recall  Customed,General and Plastic Surgery Devices,0.276,high,26.52,0.43,635.11,0,0.31,
54252,Cryosurgical Freezer,General and Plastic Surgery Devices,0.414,medium,27.65,0.83,1964.83,0,0.342,
93740,"Device Recall  Smith  Nephew, Birmingham Hip Resurfacing, Acetabular Cup",Orthopedic Devices,0.587,medium,,2.85,4502.05,1,0.496,214.34
55447,"Device Recall  Anspach Single Use, Sterile Bone Cutting Burrs",Orthopedic Devices,0.772,high,,4.81,9512.95,1,0.771,223.64
103732,iSTAT Analyzer  Military Kit Portable Clinical Analyzer,Clinical Chemistry and Clinical Toxicology Devices,0.564,medium,20.99,,3581.5,0,0.458,212.2
99837,Medrad(R) Sterile Disposable Stellant Syringe Kit,Cardiovascular Devices,0.088,medium,30.48,0.14,472.54,0,0.129,199.87
57484,Device Recall  P10 Tobii battery pack,Physical Medicine Devices,0.42,low,,1.25,2053.75,0,0.272,208.04
95997,Device Recall  TransFx External Fixation System Drill Bit,Orthopedic Devices,0.569,high,,2.82,5493.93,1,0.564,213.45
82191,TAXUS EXPRESS2,Cardiovascular Devices,0.227,high,30.78,0.38,2074.04,0,0.283,201.65
59977,Device Recall  4.0mm X 20mm Cancellous Screw; 4.0mm X 22mm Fully Threaded Screw,Orthopedic Devices,0.352,high,,0.87,2236.85,0,0.374,207.28
102730,MONOLISA,Immunology and Microbiology Devices,0.651,medium,22.72,,6555.55,1,0.568,219.04
58125,Device Recall  Midas Rex,Orthopedic Devices,0.509,medium,,2.12,3199.64,0,0.422,211.12
19888,Device Recall  Oasis (OEM),Ophthalmic Devices,0.496,medium,25.89,,3017.39,0,0.433,210.45
51679,Merge PACS (Picture Archiving Communication System) software,Radiology Devices,0.234,high,25.62,0.49,981.93,0,0.28,212.9
86159,VARIANT II TURBO HEMOGLOBIN TESTING SYSTEM - CDM 3.6T SOFTWARE,Hematology and Pathology Devices,0.475,high,19.07,,3733.48,0,0.464,208.59
53195,3M Comply,General Hospital and Personal Use Devices,0.167,low,21.71,,-106.84,0,0.093,201.42
101845,Personal Intermittent Catheters,Gastroenterology-Urology Devices,0.582,medium,,1.5,4033.54,0,0.489,214.68
102689,Silicone Posterior Chamber Intraocular Lenses,Ophthalmic Devices,0.052,medium,19.67,,534.71,0,0.111,197.11
16967,Device Recall  Dr Bragg Vein Tray  RX,General and Plastic Surgery Devices,0.159,high,25.87,0.2,1151.23,0,0.249,
51606,Transpac IV Monitoring Kit,Cardiovascular Devices,0.44,high,33.13,0.9,3597.96,0,0.436,208.42
17243,Device Recall  RSP Impaction Fixture,Orthopedic Devices,0.873,medium,,5.78,11705.44,1,0.806,228.73
50412,VersaCell X3 Solution and VersaCell X3 Expansion Pack,Clinical Chemistry and Clinical Toxicology Devices,0.435,medium,20.17,,3244.25,0,0.376,208.23
99051,Device Recall  Signa 3.0T Infinity with EXCITE,Radiology Devices,0.465,high,30.18,1.14,5031.09,0,0.453,219.3
22970,Device Recall  InSite,Hematology and Pathology Devices,0.136,low,15.64,,165.53,0,0.079,203.16
13797,Device Recall  Septal occluder,Cardiovascular Devices,0.156,medium,30.5,-0.06,-112.17,0,0.164,203.43
14008,"Device Recall  GAUZE SPONGE 2""X2"" 8PLY",General and Plastic Surgery Devices,0.877,high,39.07,3.08,9865.98,1,0.89,
52276,5o (degree) GENESIS(R) II VALGUS BUSHING,Orthopedic Devices,0.454,high,,1.84,3100.15,0,0.453,208.77
